model_name,condition,confidence_shift_log_prob__mean,confidence_shift_log_prob__std,confidence_shift_log_prob__count,confidence_shift_verbal_cat__mean,confidence_shift_verbal_cat__std,confidence_shift_verbal_cat__count,confidence_shift_verbal_num__mean,confidence_shift_verbal_num__std,confidence_shift_verbal_num__count,confidence_shift_caa_proj__mean,confidence_shift_caa_proj__std,confidence_shift_caa_proj__count,accuracy_shift__mean,accuracy_shift__std,accuracy_shift__count
llama3_8b,cue_familiarity_priming,0.060868739016619926,0.14880935114162983,461,0.0509761388286334,0.19672349132247124,461,0.04197396963123644,0.24764237752661358,461,0.0021194392123474464,0.17436655240760973,461,0.039045553145336226,0.5772822006824284,461
llama3_8b,random_paragraph,0.02867838845498652,0.12221072263202121,489,-0.08588957055214724,0.27911466456829037,489,-0.11850715746421267,0.3540167931118849,489,-0.045825556169200476,0.15484267989565895,489,-0.1165644171779141,0.5168390453644496,489
llama3_8b,target_priming,0.14311353649080769,0.19096513335297258,461,0.01735357917570499,0.2703104952465267,461,-0.007266811279826457,0.31948721203983094,461,1.7714719396201643e-05,0.16619409980226588,461,0.19739696312364424,0.591675727058967,461
