model_name,condition,n,mean_accuracy_shift,mean_confidence_shift_log_prob,diff_log_prob,item_corr_log_prob,DI_ratio_log_prob,DI_ratio_ci_lo_log_prob,DI_ratio_ci_hi_log_prob,mean_confidence_shift_verbal_cat,diff_verbal_cat,item_corr_verbal_cat,DI_ratio_verbal_cat,DI_ratio_ci_lo_verbal_cat,DI_ratio_ci_hi_verbal_cat,mean_confidence_shift_verbal_num,diff_verbal_num,item_corr_verbal_num,DI_ratio_verbal_num,DI_ratio_ci_lo_verbal_num,DI_ratio_ci_hi_verbal_num,mean_confidence_shift_caa_proj,diff_caa_proj,item_corr_caa_proj,DI_ratio_caa_proj,DI_ratio_ci_lo_caa_proj,DI_ratio_ci_hi_caa_proj
llama3_8b,cue_familiarity_priming,461,0.039045553145336226,0.060868739016619926,0.0218231858712837,0.1949908120425054,1.558916038147877,-9.074636757427873,11.245280662023863,0.0509761388286334,0.011930585683297176,0.29350043839774115,1.3055555555555554,-6.875,8.849999999999994,0.04197396963123644,0.002928416485900212,0.3078473479533459,1.075,-4.944999999999999,7.3966666666666665,0.0021194392123474455,-0.03692611393298878,0.2811346624232104,0.05428119316067624,-0.8539448635730907,1.2820487118986028
