model_name,condition,measure,n,mean_confidence_shift,mean_accuracy_shift,diff,item_corr,ratio
llama3_8b,cue_familiarity_priming,log_prob,461,0.060868739016619926,0.039045553145336226,0.0218231858712837,0.1949908120425054,1.558916038147877
llama3_8b,cue_familiarity_priming,verbal_cat,461,0.0509761388286334,0.039045553145336226,0.011930585683297176,0.29350043839774115,1.3055555555555554
llama3_8b,cue_familiarity_priming,verbal_num,461,0.04197396963123644,0.039045553145336226,0.002928416485900212,0.3078473479533459,1.075
llama3_8b,cue_familiarity_priming,caa_proj,461,0.0021194392123474455,0.039045553145336226,-0.03692611393298878,0.2811346624232104,0.05428119316067624
